Id,SalePrice
1898,108868.58
1899,157084.75
1900,155948.33
1901,175810.81
1902,144967.7
1903,225426.36
1904,155168.16
1905,194845.66
1906,176741.48
1907,202042.81
1908,112499.26
1909,135935.22
1910,123003.44
1911,226920.23
1912,284043.78
1913,134776.48
1914,51344.86
1915,337030.0
1916,63257.434
1917,264250.12
1918,137959.05
1919,163207.28
1920,112486.25
1921,381107.7
1922,340074.25
1923,215126.28
1924,204035.66
1925,214123.28
1926,389442.75
1927,139159.36
1928,154856.89
1929,126728.81
1930,132015.27
1931,141443.62
1932,132118.03
1933,192051.48
1934,182092.4
1935,176475.75
1936,187922.8
1937,184517.83
1938,171967.61
1939,254118.39
1940,184647.23
1941,171941.97
1942,186711.08
1943,203611.38
1944,338959.84
1945,402321.25
1946,133255.81
1947,341797.7
1948,188296.34
1949,252848.81
1950,173281.55
1951,267933.03
1952,209009.69
1953,171468.27
1954,189014.69
1955,127261.086
1956,298910.34
1957,150003.64
1958,325582.4
1959,137190.9
1960,116507.36
1961,118600.29
1962,92988.49
1963,100828.6
1964,113896.59
1965,143196.36
1966,142734.25
1967,301118.44
1968,366763.78
1969,384678.56
1970,391790.12
1971,411929.12
1972,393813.03
1973,268343.4
1974,311127.53
1975,310799.25
1976,272110.34
1977,342079.6
1978,362988.44
1979,327542.28
1980,194768.52
1981,361044.8
1982,237099.53
1983,224061.92
1984,165923.66
1985,222043.48
1986,211135.05
1987,171085.19
1988,174955.0
1989,189143.45
1990,220659.8
1991,258450.47
1992,212912.9
1993,161492.38
1994,233522.75
1995,183762.78
1996,243798.06
1997,323030.94
1998,350427.12
1999,258473.3
2000,317100.1
2001,256979.73
2002,240069.77
2003,252672.03
2004,267913.6
2005,225965.73
2006,242196.14
2007,244174.78
2008,233915.44
2009,192643.12
2010,193622.89
2011,147799.05
2012,174902.78
2013,182935.83
2014,191233.62
2015,203534.56
2016,195510.55
2017,196082.03
2018,119421.51
2019,137906.1
2020,102755.72
2021,110900.88
2022,182650.98
2023,137108.84
2024,252768.1
2025,330771.66
2026,169440.48
2027,153281.5
2028,149726.12
2029,177809.39
2030,289308.38
2031,241608.67
2032,269730.4
2033,263308.4
2034,168990.75
2035,212126.12
2036,190499.4
2037,195479.27
2038,313616.03
2039,230884.12
2040,311559.88
2041,283049.4
2042,203331.64
2043,176343.55
2044,161355.3
2045,218312.8
2046,138573.83
2047,143886.67
2048,138045.67
2049,133907.02
2050,183185.31
2051,111108.84
2052,131209.2
2053,149404.22
2054,78170.13
2055,165278.06
2056,137406.78
2057,120071.484
2058,229186.23
2059,135142.28
2060,168296.7
2061,183193.94
2062,134132.44
2063,112730.99
2064,142531.5
2065,126107.85
2066,168607.62
2067,123739.766
2068,123459.29
2069,84816.25
2070,108441.37
2071,95026.305
2072,120832.91
2073,136852.36
2074,178537.52
2075,146867.11
2076,124575.9
2077,163993.42
2078,131948.98
2079,129899.77
2080,116303.93
2081,123898.04
2082,116047.89
2083,142323.14
2084,113932.56
2085,123549.59
2086,131595.75
2087,115228.22
2088,96869.055
2089,78910.18
2090,127222.77
2091,113463.29
2092,129559.336
2093,120367.164
2094,127375.414
2095,151674.64
2096,77273.87
2097,96959.32
2098,148104.4
2099,59130.453
2100,80691.31
2101,123370.2
2102,124778.375
2103,101092.13
2104,120771.97
2105,126204.96
2106,58236.57
2107,229203.03
2108,117657.625
2109,114876.14
2110,135663.84
2111,145421.0
2112,140253.39
2113,125650.91
2114,103913.984
2115,160806.97
2116,120889.51
2117,152199.58
2118,120411.53
2119,100620.65
2120,118397.08
2121,86685.305
2122,110088.9
2123,82357.195
2124,169499.56
2125,119561.14
2126,155302.62
2127,150901.14
2128,115701.13
2129,102977.73
2130,140436.27
2131,146379.73
2132,116378.875
2133,121956.78
2134,119052.836
2135,101802.016
2136,69946.31
2137,117990.83
2138,130655.07
2139,163202.94
2140,143585.2
2141,142783.56
2142,128732.94
2143,140648.56
2144,112765.93
2145,137647.66
2146,162406.88
2147,117957.67
2148,130601.53
2149,151735.75
2150,223036.64
2151,122467.47
2152,178411.6
2153,162667.12
2154,110801.93
2155,138237.05
2156,264638.66
2157,229766.28
2158,241255.33
2159,220456.28
2160,171013.61
2161,239604.0
2162,284265.97
2163,353144.6
2164,244740.66
2165,180110.73
2166,149379.0
2167,227096.19
2168,203463.5
2169,196080.3
2170,219538.22
2171,146104.45
2172,131804.31
2173,163186.97
2174,234996.56
2175,319167.5
2176,337734.9
2177,242880.64
2178,207964.97
2179,140452.45
2180,199295.53
2181,183612.0
2182,216931.2
2183,193118.73
2184,130169.75
2185,111801.98
2186,141768.2
2187,159123.25
2188,154930.62
2189,197994.42
2190,86739.32
2191,86940.14
2192,96461.79
2193,98303.17
2194,103384.67
2195,113303.29
2196,106478.266
2197,113184.73
2198,161389.98
2199,175850.05
2200,137679.45
2201,147637.0
2202,215575.86
2203,149759.17
2204,193182.94
2205,114151.29
2206,149154.84
2207,214498.1
2208,254525.56
2209,215917.05
2210,121598.76
2211,117851.93
2212,115144.41
2213,111179.734
2214,116803.016
2215,107082.83
2216,150749.47
2217,96226.52
2218,60152.203
2219,63467.676
2220,50012.266
2221,337579.84
2222,269715.38
2223,279215.2
2224,200899.66
2225,122009.09
2226,178392.11
2227,193657.97
2228,274872.56
2229,238687.3
2230,157497.56
2231,212530.66
2232,178567.92
2233,166950.8
2234,251498.94
2235,221230.9
2236,278858.44
2237,357093.66
2238,206464.8
2239,108891.93
2240,157180.89
2241,170070.11
2242,124120.02
2243,121358.38
2244,99765.61
2245,112328.6
2246,144871.78
2247,102693.94
2248,129339.97
2249,127423.13
2250,134172.36
2251,125340.26
2252,167849.6
2253,165309.61
2254,188113.61
2255,192297.27
2256,182349.56
2257,204823.9
2258,170594.25
2259,178784.66
2260,168765.47
2261,186987.77
2262,210738.56
2263,333692.22
2264,389048.72
2265,184824.95
2266,300702.7
2267,329428.47
2268,396459.0
2269,145832.58
2270,178200.27
2271,234798.0
2272,188990.53
2273,163461.9
2274,175681.19
2275,169587.97
2276,188946.27
2277,178580.53
2278,149718.45
2279,132238.83
2280,126899.266
2281,168130.53
2282,181657.27
2283,99444.5
2284,111661.65
2285,146547.81
2286,126568.73
2287,355108.6
2288,277325.0
2289,381003.4
2290,413007.1
2291,310540.16
2292,389976.06
2293,401619.06
2294,395975.47
2295,390203.47
2296,295060.0
2297,312834.0
2298,303458.53
2299,378714.12
2300,346081.38
2301,279564.5
2302,231342.81
2303,239736.14
2304,253404.78
2305,183519.73
2306,181710.62
2307,190126.08
2308,206671.95
2309,281430.62
2310,216068.27
2311,200922.08
2312,167370.67
2313,175579.72
2314,161714.27
2315,177957.25
2316,180735.73
2317,185328.08
2318,176342.3
2319,171072.81
2320,200788.81
2321,248806.97
2322,168834.52
2323,183749.55
2324,171884.23
2325,209959.38
2326,171977.4
2327,211618.4
2328,231236.88
2329,189752.11
2330,183168.36
2331,358827.88
2332,371775.28
2333,327266.3
2334,260118.52
2335,259093.27
2336,328599.34
2337,212491.36
2338,274389.78
2339,218971.16
2340,387456.66
2341,209567.38
2342,232311.06
2343,226879.31
2344,238116.27
2345,246987.67
2346,216265.05
2347,203750.67
2348,231925.1
2349,171324.67
2350,291852.78
2351,241884.72
2352,232953.02
2353,229435.25
2354,136568.1
2355,154881.38
2356,148589.02
2357,190736.53
2358,192549.45
2359,130881.19
2360,116827.79
2361,143676.9
2362,266258.1
2363,137868.34
2364,165302.19
2365,216985.67
2366,181890.97
2367,219084.08
2368,217814.3
2369,201600.31
2370,178426.19
2371,172361.05
2372,200486.4
2373,285355.44
2374,304776.2
2375,260007.14
2376,264256.38
2377,333285.6
2378,137143.75
2379,208915.12
2380,137734.12
2381,162093.64
2382,191972.22
2383,188851.75
2384,238413.05
2385,160775.97
2386,134761.81
2387,137253.66
2388,96633.805
2389,120511.34
2390,143693.56
2391,142036.12
2392,117769.305
2393,165562.22
2394,151598.97
2395,206120.3
2396,140774.12
2397,217434.67
2398,130623.02
2399,61292.55
2400,55489.207
2401,110279.81
2402,144566.12
2403,132881.73
2404,146262.34
2405,164789.1
2406,137377.38
2407,133979.44
2408,142209.45
2409,123140.87
2410,162094.9
2411,121422.64
2412,157255.84
2413,135181.19
2414,144016.77
2415,135336.89
2416,133047.19
2417,129994.73
2418,128532.41
2419,127609.85
2420,126964.164
2421,150927.83
2422,115005.57
2423,129769.805
2424,143365.1
2425,180406.1
2426,135352.3
2427,136019.56
2428,183660.33
2429,116532.45
2430,130368.6
2431,105634.84
2432,146664.97
2433,148549.97
2434,139262.14
2435,146130.77
2436,108374.03
2437,110500.3
2438,126580.79
2439,105791.48
2440,117146.63
2441,97951.31
2442,99892.3
2443,114877.375
2444,117038.555
2445,76796.88
2446,123424.51
2447,180688.1
2448,131656.69
2449,98555.07
2450,144154.55
2451,124658.69
2452,212907.62
2453,93601.72
2454,133782.73
2455,118530.83
2456,141860.22
2457,130275.46
2458,113340.59
2459,105556.09
2460,146047.67
2461,117751.03
2462,140382.4
2463,127285.695
2464,151780.4
2465,127288.31
2466,113558.664
2467,141121.73
2468,73626.18
2469,72726.99
2470,174917.3
2471,206888.33
2472,148309.67
2473,121829.61
2474,73463.836
2475,216339.0
2476,117478.29
2477,129336.96
2478,146786.73
2479,111480.266
2480,159316.0
2481,122491.24
2482,127071.29
2483,114838.24
2484,123706.42
2485,125158.914
2486,157554.64
2487,177595.62
2488,161376.61
2489,148434.78
2490,155650.75
2491,92278.086
2492,178789.69
2493,142118.12
2494,149082.53
2495,78923.85
2496,235853.02
2497,144020.23
2498,112897.35
2499,91030.71
2500,127669.71
2501,143700.73
2502,149924.17
2503,87982.695
2504,174582.19
2505,222382.7
2506,251667.92
2507,313708.53
2508,250852.25
2509,204871.06
2510,219911.81
2511,177024.02
2512,207595.6
2513,209149.81
2514,234492.33
2515,152840.7
2516,167537.72
2517,140443.2
2518,149569.39
2519,223165.33
2520,199143.19
2521,187655.28
2522,220162.92
2523,122310.445
2524,144038.3
2525,149228.81
2526,136220.9
2527,112062.65
2528,127186.02
2529,139063.62
2530,118946.195
2531,259537.89
2532,225342.36
2533,196629.14
2534,227494.6
2535,329782.8
2536,239729.22
2537,225352.02
2538,174203.58
2539,186394.78
2540,174017.78
2541,178061.4
2542,168773.12
2543,125544.13
2544,124437.65
2545,124720.81
2546,128902.3
2547,146563.94
2548,160903.25
2549,163638.45
2550,251181.22
2551,136823.06
2552,127554.62
2553,78812.69
2554,111949.76
2555,114608.28
2556,106978.26
2557,113481.04
2558,174746.84
2559,135010.44
2560,137419.39
2561,152334.39
2562,134379.2
2563,149832.89
2564,189165.55
2565,143873.84
2566,165657.06
2567,123626.234
2568,203701.38
2569,203638.56
2570,119200.54
2571,191692.38
2572,167512.92
2573,206936.31
2574,268944.53
2575,132713.0
2576,121719.1
2577,148768.98
2578,83089.016
2579,63099.066
2580,127960.37
2581,114214.125
2582,107133.03
2583,278906.94
2584,152689.8
2585,181518.77
2586,221449.34
2587,194175.48
2588,159049.1
2589,147021.58
2590,218083.83
2591,195985.64
2592,208279.52
2593,266129.06
2594,173931.33
2595,203607.55
2596,331212.8
2597,185893.83
2598,273140.3
2599,300555.03
2600,225441.28
2601,141790.25
2602,74273.5
2603,100605.28
2604,84170.98
2605,61369.56
2606,144000.88
2607,189159.33
2608,190739.16
2609,170552.03
2610,117465.44
2611,115728.625
2612,149656.28
2613,134065.42
2614,131118.31
2615,157928.2
2616,144203.86
2617,166091.44
2618,199362.84
2619,194585.84
2620,186859.47
2621,183389.89
2622,189205.42
2623,255821.64
2624,308657.56
2625,360412.4
2626,170686.27
2627,168405.61
2628,447381.16
2629,442635.1
2630,361250.38
2631,420202.94
2632,400478.9
2633,329604.53
2634,388005.47
2635,153925.42
2636,178242.48
2637,181620.53
2638,270128.16
2639,191073.25
2640,153112.6
2641,107227.305
2642,191944.08
2643,100828.38
2644,118584.19
2645,97246.734
2646,89844.43
2647,98189.56
2648,144057.55
2649,150289.16
2650,142654.7
2651,143048.42
2652,380789.78
2653,234295.38
2654,230072.17
2655,392793.5
2656,315501.72
2657,360055.6
2658,289802.97
2659,304809.25
2660,344203.0
2661,357394.0
2662,315758.66
2663,313761.44
2664,274975.62
2665,339514.53
2666,296813.44
2667,165451.58
2668,177460.5
2669,172893.92
2670,280038.75
2671,182041.34
2672,187518.23
2673,210307.39
2674,208590.52
2675,170923.5
2676,181654.75
2677,196101.86
2678,260479.73
2679,278616.1
2680,281133.06
2681,391183.56
2682,339610.7
2683,401102.2
2684,322719.62
2685,356713.12
2686,243681.84
2687,345314.97
2688,221579.42
2689,203547.9
2690,378580.9
2691,190513.61
2692,137636.86
2693,197190.7
2694,141935.44
2695,189077.39
2696,179690.72
2697,185614.92
2698,190554.61
2699,173529.98
2700,155382.61
2701,126957.17
2702,112221.74
2703,133684.28
2704,139517.58
2705,120987.72
2706,121566.67
2707,128243.19
2708,137003.23
2709,113320.81
2710,128650.91
2711,307867.44
2712,375804.22
2713,166538.58
2714,145628.83
2715,166453.1
2716,145282.5
2717,192671.78
2718,238201.11
2719,154637.55
2720,172214.03
2721,136548.38
2722,161026.84
2723,151745.67
2724,131005.555
2725,134366.3
2726,148800.66
2727,184618.52
2728,166492.3
2729,145460.42
2730,143892.3
2731,130298.25
2732,125990.89
2733,154664.98
2734,149298.1
2735,140562.8
2736,140256.36
2737,126391.91
2738,133126.69
2739,162779.03
2740,138514.16
2741,151682.61
2742,151758.28
2743,154250.44
2744,164249.77
2745,143869.84
2746,144204.02
2747,151905.28
2748,125865.445
2749,131213.88
2750,137808.53
2751,143571.2
2752,191906.4
2753,152651.52
2754,223357.27
2755,122753.53
2756,105490.19
2757,69617.48
2758,77893.836
2759,162961.36
2760,132954.66
2761,146331.31
2762,147784.3
2763,176872.08
2764,146722.58
2765,288406.1
2766,138792.12
2767,93473.516
2768,135291.44
2769,136917.94
2770,143558.52
2771,112459.95
2772,112902.98
2773,156676.73
2774,136297.98
2775,112716.98
2776,141706.19
2777,143728.52
2778,119132.18
2779,118129.95
2780,91581.58
2781,99551.15
2782,89091.586
2783,103222.29
2784,126453.414
2785,132363.36
2786,71384.39
2787,118921.2
2788,74117.42
2789,197852.05
2790,98727.65
2791,113292.3
2792,49201.195
2793,175251.23
2794,103522.02
2795,119333.82
2796,104879.37
2797,196533.06
2798,119181.36
2799,118195.336
2800,60411.98
2801,108139.68
2802,136074.97
2803,178094.27
2804,140270.6
2805,105160.31
2806,76886.266
2807,160000.89
2808,147941.39
2809,136406.75
2810,134956.89
2811,150753.62
2812,153028.52
2813,188113.1
2814,156190.44
2815,101032.47
2816,246548.73
2817,148370.64
2818,130912.016
2819,166143.06
2820,135185.16
2821,101356.01
2822,181938.25
2823,243863.03
2824,183136.03
2825,161611.28
2826,130354.31
2827,130845.96
2828,213669.98
2829,186448.75
2830,232328.48
2831,179823.0
2832,247893.38
2833,292865.2
2834,214199.7
2835,215840.3
2836,188712.34
2837,162619.62
2838,152431.92
2839,176761.48
2840,198880.08
2841,199889.19
2842,220979.4
2843,150056.97
2844,153730.22
2845,121729.42
2846,208046.92
2847,209667.11
2848,213662.81
2849,204853.45
2850,278394.75
2851,222782.22
2852,231310.7
2853,242547.88
2854,144256.48
2855,206356.86
2856,196789.06
2857,182858.4
2858,213500.45
2859,121484.73
2860,129384.3
2861,128611.94
2862,188412.44
2863,123148.06
2864,243396.64
2865,141937.19
2866,135552.39
2867,96943.45
2868,89019.49
2869,102589.28
2870,121216.0
2871,83657.11
2872,48153.086
2873,99376.734
2874,147216.47
2875,109651.766
2876,166777.33
2877,135513.9
2878,180478.94
2879,138037.11
2880,98493.85
2881,145221.81
2882,173560.73
2883,185598.2
2884,197831.73
2885,196882.03
2886,235892.69
2887,99361.87
2888,138176.86
2889,51376.113
2890,81092.336
2891,129062.48
2892,44646.652
2893,93010.234
2894,44331.844
2895,327235.38
2896,292450.88
2897,209334.12
2898,145880.67
2899,231376.67
2900,160824.95
2901,221341.56
2902,187475.12
2903,359730.03
2904,337871.94
2905,96434.6
2906,207492.72
2907,113085.22
2908,134244.3
2909,140012.16
2910,82501.07
2911,74765.84
2912,150251.89
2913,74886.39
2914,69142.836
2915,74242.586
2916,69263.86
2917,142915.52
2918,120918.39
2919,225291.92
